22/02/2023 14:27:40	36.409	24.180	0.478	0.368	11.574	0.271	0.290	0.866
22/02/2023 14:27:47	36.220	24.180	0.565	0.321	247.685	0.266	0.493	1.384
22/02/2023 14:27:55	36.277	24.200	0.583	0.313	287.037	0.264	0.517	1.412
22/02/2023 14:28:02	36.311	24.200	0.589	0.313	300.926	0.264	0.521	1.403
22/02/2023 14:28:09	36.426	24.240	0.592	0.313	342.593	0.262	0.522	1.396
22/02/2023 14:28:17	36.542	24.310	0.594	0.315	342.593	0.262	0.523	1.389
22/02/2023 14:28:24	36.284	24.280	0.596	0.316	344.907	0.261	0.523	1.382
22/02/2023 14:28:32	36.340	24.300	0.598	0.316	351.852	0.260	0.523	1.377
22/02/2023 14:28:45	36.068	24.230	0.600	0.317	298.611	0.259	0.524	1.371
22/02/2023 14:28:46	36.239	24.270	0.601	0.317	335.648	0.259	0.524	1.369
22/02/2023 14:28:50	36.338	24.250	0.602	0.317	296.296	0.259	0.524	1.368
22/02/2023 14:28:54	36.236	24.240	0.602	0.317	337.963	0.259	0.524	1.366
22/02/2023 14:28:57	36.356	24.220	0.602	0.317	296.296	0.259	0.523	1.366
22/02/2023 14:29:01	36.814	24.230	0.602	0.317	335.648	0.259	0.523	1.365
22/02/2023 14:29:05	36.681	24.220	0.603	0.317	293.981	0.259	0.523	1.363
22/02/2023 14:29:09	36.412	24.220	0.604	0.317	331.018	0.259	0.523	1.362
22/02/2023 14:29:12	36.622	24.200	0.604	0.317	293.981	0.259	0.523	1.361
22/02/2023 14:29:16	36.411	24.200	0.604	0.317	328.704	0.259	0.523	1.360
22/02/2023 14:29:20	36.498	24.190	0.605	0.316	289.352	0.259	0.523	1.359
22/02/2023 14:29:23	36.458	24.220	0.605	0.316	324.074	0.259	0.523	1.359
22/02/2023 14:29:27	36.402	24.230	0.606	0.315	287.037	0.259	0.523	1.357
22/02/2023 14:29:31	36.603	24.240	0.606	0.315	321.759	0.258	0.523	1.357
22/02/2023 14:29:34	36.290	24.220	0.606	0.315	287.037	0.257	0.523	1.356
22/02/2023 14:29:38	36.379	24.210	0.606	0.315	321.759	0.257	0.523	1.354
22/02/2023 14:29:42	36.511	24.200	0.607	0.315	287.037	0.257	0.523	1.354
22/02/2023 14:29:45	36.522	24.200	0.607	0.315	324.074	0.257	0.523	1.354
22/02/2023 14:29:49	36.455	24.210	0.608	0.315	284.722	0.257	0.523	1.354
22/02/2023 14:29:53	36.166	24.200	0.608	0.315	319.444	0.257	0.523	1.353
22/02/2023 14:29:57	36.399	24.200	0.608	0.314	287.037	0.257	0.524	1.352
22/02/2023 14:30:00	36.533	24.200	0.609	0.313	319.444	0.257	0.524	1.352
22/02/2023 14:30:04	36.478	24.190	0.609	0.313	287.037	0.257	0.524	1.352
